Index,Country,City,Hotel,Address,Popularity,Latitude,Longitude
144,CA,Toronto,Sandman Signature Mississauga Hotel,"5400 Dixie Rd, Mississauga, Ontario, Canada",775,43.64244,-79.63159
145,CA,Toronto,Toronto Plaza Airport Hotel,"1677 Wilson Ave, Toronto, Ontario, Canada",371,43.71885,-79.51482
146,CA,Toronto,Monte Carlo Inn Vaughan Suites,"705 Applewood Cres, Vaughan, Ontario, Canada",821,43.797,-79.53584
147,CA,Toronto,Best Western Plus Burlington Inn & Suites,"2412 Queensway Dr, Burlington, Ontario, Canada",529,43.34946,-79.80493
148,CA,Toronto,Delta Hotels by Marriott Kingston Waterfront,"1 Johnson St, Kingston, Ontario, Canada",758,44.22819,-76.4806
149,CA,Toronto,Making Waves Boatel,"539 Queens Quay W, Toronto, Ontario, Canada",236,43.63678,-79.39568
150,CA,Toronto,Toronto North Cookstown KOA,"139 Reive Blvd, Innisfil, Ontario, Canada",62,44.24231,-79.66763
151,CA,Toronto,Howard Johnson by Wyndham Toronto Downtown West,"14 Roncesvalles Ave, Toronto, Ontario, Canada",443,43.63911,-79.44653
152,CA,Toronto,Knights Inn Toronto East,"22 Metropolitan Rd, Toronto, Ontario, Canada",528,43.7694,-79.30061
153,CA,Toronto,Courtyard by Marriott Kingston Highway 401 / Division Street,"103 Dalton Ave, Kingston, Ontario, Canada",693,44.26644,-76.50391
154,CA,Toronto,Quality Inn Airport West,"50 Britannia Rd E, Mississauga, Ontario, Canada",386,43.62679,-79.67775
155,CA,Toronto,Planet Traveler Hostel,"357 College St, Toronto, Ontario, Canada",443,43.65705,-79.40362
156,CA,Toronto,The Anndore House,"15 Charles St E, Toronto, Ontario, Canada",457,43.66859,-79.38541
157,CA,Toronto,Element Vaughan Southwest,"6170 Highway 7, Vaughan, Ontario, Canada",386,44.43204,-77.86226
158,CA,Toronto,Toronto Marriott Markham,"170 Enterprise Blvd, Markham, Ontario, Canada",142,43.84918,-79.32602
159,CA,Toronto,The Briars Resort & Spa,"55 Hedge Rd, Jacksons Point, Georgina, Ontario, Canada",634,44.32154,-79.36211
160,CA,Toronto,Quality Hotel Burlington,"950 Walker's Line, Burlington, Ontario, Canada",491,43.36373,-79.78612
161,CA,Toronto,Best Western Parkway Inn & Conference Centre,"1515 Vincent Massey Dr, Cornwall, Ontario, Canada",1151,45.03135,-74.75729
162,CA,Toronto,Liberty Suites Hotel,"7191 Yonge Street, Thornhill, Vaughan, Ontario, Canada",305,43.80357,-79.42096
163,CA,Toronto,"Holiday Inn Express & Suites Toronto-Mississauga, an IHG hotel","40 Admiral Blvd, Mississauga, Ontario, Canada",183,43.64411,-79.70118
164,CA,Toronto,Knights Inn Toronto Scarborough,"4694 Kingston Rd, Toronto, Ontario, Canada",239,43.67805,-79.30148
165,CA,Toronto,Best Western Voyageur Place Hotel,"17565 Yonge St, Newmarket, Ontario, Canada",571,44.05642,-79.47972
166,CA,Toronto,Sandman Hotel Oakville,"3451 South Service Rd W, Oakville, Ontario, Canada",752,43.39685,-79.7531
167,CA,Toronto,"Holiday Inn Express & Suites Vaughan-Southwest, an IHG Hotel","6100 Hwy 7, Vaughan, Ontario, Canada",343,44.43281,-77.86823
168,CA,Toronto,Admiral Inn & Suites,"2161 North Sheridan Way, Mississauga, Ontario, Canada",414,43.5221,-79.65113
169,CA,Toronto,"Holiday Inn Oakville (Centre), an IHG Hotel","590 Argus Road, Oakville, Ontario, Canada",403,43.45788,-79.68546
170,CA,Toronto,Residence Inn by Marriott Mississauga-Airport Corporate Centre West,"5070 Creekbank Rd., Mississauga, Ontario, Canada",309,43.64172,-79.61586
171,CA,Toronto,"Holiday Inn Mississauga Toronto West, an IHG Hotel","100 Britannia Rd E, Mississauga, Ontario, Canada",147,43.628,-79.67657
172,CA,Toronto,"The Saint James Hotel, Ascend Hotel Collection","26 Gerrard St E, Toronto, Ontario, Canada",472,43.65959,-79.38107
173,CA,Toronto,Novotel Toronto Centre,"45 The Esplanade, Toronto, Ontario, Canada",511,43.64657,-79.37418
174,CA,Toronto,The Westin Toronto Airport,"950 Dixon Rd, Toronto, Ontario, Canada",411,43.68729,-79.59871
175,CA,Toronto,Super 8 by Wyndham Mississauga,"6625 Kennedy Rd, Mississauga, Ontario, Canada",471,43.64738,-79.68307
