Index,Country,City,Hotel,Address,Popularity,Latitude,Longitude
358,US,Chicago,Days Inn & Suites by Wyndham Schaumburg,"1730 E Higgins Rd, Schaumburg, Illinois",671,42.03903,-88.03722
359,US,Chicago,Fairfield Inn & Suites Chicago Midway Airport,"6630 S Cicero Ave, Chicago, Illinois",218,41.77228,-87.74341
360,US,Chicago,The Inn At Union Pier,"9708 Berrien St, Union Pier, Berrien County, Michigan",293,41.83509,-86.68814
361,US,Chicago,Best Western Plus O'Hare International South Hotel,"3001 N Mannheim Rd, Franklin Park, Illinois",434,41.93324,-87.88446
362,US,Chicago,Deer Path Inn,"255 E Illinois Rd, Lake Forest, Lake County, Illinois",226,42.24945,-87.84068
363,US,Chicago,Extended Stay America - Chicago - Gurnee,"5724 Northridge Dr, Gurnee, Lake County, Illinois",146,42.37647,-87.94409
364,US,Chicago,Days Inn & Suites by Wyndham Harvey / Chicago Southland,"16900 Halsted St, Harvey, Illinois",345,41.58351,-87.6372
365,US,Chicago,Red Roof Inn Morton Grove,"9424 Waukegan Rd, Morton Grove, Illinois",294,42.05283,-87.79974
366,US,Chicago,The Guesthouse Hotel,"4872 N Clark St, Chicago, Illinois",430,41.97114,-87.66783
367,US,Chicago,Wingate by Wyndham Gurnee,"6090 Gurnee Mills Cir E, Gurnee, Lake County, Illinois",283,42.38591,-87.95253
368,US,Chicago,Comfort Suites Oakbrook Terrace,"17W445 Roosevelt Rd, Oakbrook Terrace, DuPage County, Illinois",324,41.86065,-87.96736
369,US,Chicago,Hampton Inn & Suites Chicago Schaumburg,"891 Plaza Drive, Schaumburg, Illinois",466,42.04636,-88.04276
370,US,Chicago,Harvey House Bed and Breakfast,"107 S Scoville Ave, Oak Park, Illinois",285,41.8866,-87.78824
371,US,Chicago,Extended Stay America - Chicago - Lisle,"445 Warrenville Rd, Lisle, DuPage County, Illinois",120,41.8072,-88.05637
372,US,Chicago,Extended Stay America - Chicago - Vernon Hills - Lake Forest,"215 N Milwaukee Ave, Vernon Hills, Lake County, Illinois",72,42.22936,-87.93989
373,US,Chicago,La Quinta Inn & Suites by Wyndham Chicago Tinley Park,"7255 183rd St, Tinley Park, Illinois",574,41.55731,-87.79401
374,US,Chicago,Motel 6 Chicago North Central - Arlington Heights,"441 W Algonquin Rd, Arlington Heights, Illinois",68,42.0461,-87.98832
375,US,Chicago,Motel 6 Chicago West - Villa Park,"10 W Roosevelt Rd, Villa Park, DuPage County, Illinois",58,41.86109,-87.97928
376,US,Chicago,Chicago Northwest KOA,"8404 S Union Rd, Union, Illinois",101,42.20755,-88.44178
377,US,Chicago,Courtyard by Marriott Chicago Highland Park/Northbrook,"1505 Lake Cook Rd, Highland Park, Lake County, Illinois",149,42.15344,-87.80097
378,US,Chicago,"Holiday Inn Express & Suites Aurora - Naperville, an IHG Hotel","111 North Broadway Avenue, Aurora, Illinois",309,38.62747,-88.94573
379,US,Chicago,"Motel 6 Chicago, IL - Joliet - I-55","3551 Mall Loop Dr, Joliet, Illinois",83,41.58065,-88.17051
380,US,Chicago,Extended Stay America Chicago - Burr Ridge,"15 West 122nd South Frontage Road, Burr Ridge, Illinois",101,41.75017,-87.92992
381,US,Chicago,DoubleTree by Hilton Chicago Midway Airport,"6624 S. Cicero Ave., Chicago, Illinois",352,41.77215,-87.74224
382,US,Chicago,"Country Inn & Suites by Radisson, Hoffman Estates, IL","2280 Barrington Rd, Hoffman Estates, Illinois",529,42.06221,-88.14594
383,US,Chicago,Jellystone Park™ of Chicago,"8574 Millbrook Road, Millbrook, Illinois",59,41.5935,-88.542
384,US,Chicago,"Clarion Inn Elmhurst - Oak Brook Near I-88, I-290, I-294","933 S Riverside Dr, Elmhurst, DuPage County, Illinois",275,41.87009,-87.95697
385,US,Chicago,Radisson Hotel Schaumburg,"1550 N Roselle Rd, Schaumburg, Illinois",350,42.05519,-88.08035
386,US,Chicago,Extended Stay America - Chicago - Rolling Meadows,"2400 Golf Rd, Rolling Meadows, Illinois",77,42.05216,-88.01064
387,US,Chicago,"Holiday Inn Express Chicago NW - Arlington Heights, an IHG Hotel","2111 S Arlington Heights Rd, Arlington Heights, Illinois",100,42.04677,-87.98183
388,US,Chicago,Marriott Marquis Chicago,"2121 South Prairie Avenue, Chicago, Illinois",423,41.85329,-87.62032
389,US,Chicago,Extended Stay America - Chicago - Lombard - Yorktown Center,"260 E 22nd St, Lombard, DuPage County, Illinois",97,41.84654,-88.00896
390,US,Chicago,Extended Stay America - Chicago - Vernon Hills - Lincolnshire,"675 Woodlands Pkwy, Vernon Hills, Lake County, Illinois",113,42.21144,-87.93568
391,US,Chicago,Extended Stay America - Chicago - Romeoville - Bollingbrook,"1225 Lakeview Dr, Romeoville, Illinois",62,41.65863,-88.12017
392,US,Chicago,Quality Inn & Suites St Charles - West Chicago,"1600 E Main St, Saint Charles, Illinois",144,41.91972,-88.29206
