Index,Country,City,Hotel,Address,Popularity
244,US,Detroit,"Holiday Inn Express & Suites Chesterfield - Selfridge Area, an IHG Hotel","45805 Marketplace Boulevard, Chesterfield, Michigan",149
245,US,Detroit,Extended Stay America Suites - Detroit - Rochester Hills,"3576 Marketplace Cir, Rochester Hills, Michigan",17
246,US,Detroit,Hampton Inn & Suites Ypsilanti,"515 James L Hart Parkway, Ypsilanti, Michigan",33
247,US,Detroit,234 Winder St Inn,"234 Winder St, Detroit, Michigan",23
248,US,Detroit,Days Inn by Wyndham Livonia - Detroit,"36655 Plymouth Rd, Livonia, Michigan",43
249,US,Detroit,Quality Inn,"26111 Telegraph Rd, Southfield, Michigan",79
250,US,Detroit,Millpond Inn,"155 N Main St, Clarkston, Michigan",64
251,US,Detroit,Hampton Inn & Suites Allen Park,"16400 Southfield Rd, Allen Park, Michigan",154
252,US,Detroit,The Cochrane House Luxury Historic Inn,"216 Winder St, Detroit, Michigan",7
253,US,Detroit,A Victory Suites,"2020 Walter P Reuther Dr, Warren, Michigan",29
254,US,Detroit,"Staybridge Suites Southgate - Detroit Area, an IHG Hotel","12600 Reeck Rd, Southgate, Michigan",7
255,US,Detroit,Bishop's Cottage Bed & Breakfast,"7573 Macomb St, Grosse Ile, Michigan",8
256,US,Detroit,Hotel Chataura,"13181 Michigan Ave, Dearborn, Michigan",48
257,US,Detroit,Viking Motel,"2720 Grand River Ave, Detroit, Michigan",32
258,US,Detroit,Honor and Folly,"2134 Michigan Ave, Detroit, Michigan",8
259,US,Detroit,"Holiday Inn Express Wixom, an IHG Hotel","48953 Alpha Dr, Wixom, Michigan",96
260,US,Detroit,"The Dearborn Inn, A Marriott Hotel","20301 Oakwood Blvd, Dearborn, Michigan",935
261,US,Detroit,Americas Best Value Inn & Suites Warren Detroit,"7500 Miller Road, Warren, Michigan",33
262,US,Detroit,Best Western Dundee,"102 Whitetail Dr, Dundee, Michigan",294
263,US,Detroit,Harbortown RV Resort,"14931 Laplaisance Rd, Monroe, Michigan",53
264,US,Detroit,"Holiday Inn Express & Suites Allen Park, an IHG Hotel","9000 Enterprise Dr, Allen Park, Michigan",30
265,US,Detroit,America's Best Inn Warren Detroit,"25800 Dequindre Rd, Warren, Michigan",16
266,US,Detroit,Hilton Garden Inn Detroit Utica,"44700 Hayes Rd, Clinton Township, Michigan",14
267,US,Detroit,American Inn & Suites Metro Airport,"9863 Middlebelt Rd, Romulus, Michigan",249
268,US,Detroit,Auburn Hills Marriott Pontiac,"3600 Centerpoint Pkwy, Pontiac, Michigan",588
269,US,Detroit,Holiday Inn Express & Suites Brighton,"7850 Nemco Way, Brighton, Michigan",13
270,US,Detroit,"Holiday Inn Express & Suites Detroit North - Roseville, an IHG Hotel","30300 Gratiot Ave, Roseville, Michigan",11
271,US,Detroit,Marriott East Lansing at University Place,"300 Mac Ave, East Lansing, Ingham County, Michigan",324
272,US,Detroit,Comfort Inn Near Greenfield Village,"20061 Michigan Ave, Dearborn, Michigan",507
273,US,Detroit,"Crowne Plaza Auburn Hills, an IHG Hotel","1500 Opdyke Rd, Auburn Hills, Michigan",330
274,US,Detroit,Hampton Inn Monroe,"1565 North Dixie Highway, Monroe, Michigan",375
275,US,Detroit,Super 8 by Wyndham Canton / Livonia Area,"3933 S Lotz Rd, Canton, Michigan",340
276,US,Detroit,MainStay Suites Detroit Auburn Hills,"1650 N Opdyke Rd, Auburn Hills, Michigan",9
277,US,Detroit,Residence Inn Detroit Farmington Hills,"33163 Hamilton Ct, Farmington Hills, Michigan",10
278,US,Detroit,Extended Stay America Southfie,"28500 Northwestern Hwy, Southfield, Michigan",133
279,US,Detroit,Days Inn & Suites by Wyndham Madison Heights MI,"1331 W 14 Mile Rd, Madison Heights, Michigan",248
280,US,Detroit,"Holiday Inn Express & Suites Woodhaven, an IHG Hotel","21500 West Road, Woodhaven, Michigan",122
281,US,Detroit,"Holiday Inn Express & Suites Grand Blanc, an IHG Hotel","3405 Regency Park Drive, Grand Blanc, Michigan",126
282,US,Detroit,Holiday Inn & Suites Warren,"30000 Van Dyke Ave, Warren, Michigan",116
283,US,Detroit,"Holiday Inn Express & Suites Canton, an IHG Hotel","3950 S Lotz Rd, Canton, Michigan",114
284,US,Detroit,TownePlace Suites Detroit Belleville,"46418 N I-94 Service Dr, Belleville, Michigan",8
285,US,Detroit,The English Inn,"677 S Michigan Rd, Eaton Rapids, Eaton County, Michigan",132
286,US,Detroit,HomeTowne Studios by Red Roof Detroit - Livonia,"11808 Middlebelt Rd, Livonia, Michigan",7
287,US,Detroit,"Staybridge Suites Dearborn MI, an IHG Hotel","24105 Michigan Avenue, Dearborn, Michigan",95
288,US,Detroit,Hilton Garden Inn Plymouth,"14600 N. Sheldon Road, Plymouth, Michigan",665
289,US,Detroit,Firekeepers Casino Hotel,"11177 Michigan Ave E, Battle Creek, Calhoun County, Michigan",531
290,US,Detroit,Soaring Eagle Casino & Resort,"6800 E Soaring Eagle Blvd, Mount Pleasant, Isabella County, Michigan",1305
291,US,Detroit,A Night to Remember B & B,"5712 Main St, Lexington, Michigan",161
292,US,Detroit,Edward Hotel & Conference Center,"600 Town Center Dr, Dearborn, Michigan",1096
293,US,Detroit,"The Leo Collection Detroit, Ascend Hotel Collection","1805 John a Papalas Dr, Lincoln Park, Michigan",4
294,US,Detroit,Cambria Hotel Detroit-Shelby Township,"50741 Corporate Dr, Shelby Township, Michigan",7
295,US,Detroit,"Holiday Inn Express & Suites Monroe, an IHG Hotel","1687 North Dixie Highway, Monroe, Michigan",73
296,US,Detroit,Rodeway Inn Metro Airport,"8500 Wickham Rd, Romulus, Michigan",44
297,US,Detroit,Wingate by Wyndham Brighton,"8285 Movie Dr, Brighton, Michigan",168
298,US,Detroit,Del Rio Suites & Spa,"215 E Elm Ave, Monroe, Michigan",1
299,US,Detroit,A Victory Inn & Suites - Ann Arbor,"3750 Washtenaw Ave, Ann Arbor, Michigan",121
300,US,Detroit,A Victory Inn - West Dearborn,"23730 Michigan Ave, Dearborn, Michigan",41
301,US,Detroit,Comfort Inn Plymouth,"40455 Ann Arbor Rd E, Plymouth, Michigan",445
302,US,Detroit,National House Inn,"102 S Parkview St, Marshall, Calhoun County, Michigan",128
303,US,Detroit,Bambi Motel,"1100 E Bay St, East Tawas, Michigan",109
304,US,Detroit,Parish House Inn,"103 S Huron St, Ypsilanti, Michigan",110
305,US,Detroit,"Knights Inn Madison Heights, MI","26091 Dequindre Rd, Madison Heights, Michigan",22
306,US,Detroit,Sun Outdoors Kensington Valley,"25800 Haas Rd, New Hudson, Michigan",36
307,US,Detroit,Baymont by Wyndham Ferndale/Royal Oak,"11000 W 8 Mile Rd, Ferndale, Michigan",39
308,US,Detroit,MainStay Suites Detroit Farmington Hills,"37555 Hills Tech Dr, Farmington Hills, Michigan",3
309,US,Detroit,Fairfield Inn & Suites Saginaw,"5200 Cardinal Square Blvd, Saginaw, Michigan",257
310,US,Detroit,Pellston Lodge Magnuson Hotel,"1600 Highway 31 North, Pellston, Emmet County, Michigan",267
311,US,Detroit,Home2 Suites by Hilton Northville Detroit,"47450 W Five Mile Rd, Northville, Michigan",7
312,US,Detroit,Camp Dearborn,"1700 General Motors Rd, Milford, Michigan",33
313,US,Detroit,Daxton Hotel,"298 S Old Woodward Ave, Birmingham, Michigan",134
314,US,Detroit,Riverside Motel & Marina,"520 Water St, Manistee, Manistee County, Michigan",48
315,US,Detroit,Heather House,"409 N Main St, Marine City, Michigan",54
316,US,Detroit,Hamtramck Hotel & Hostel,"2699 Holmes St, Detroit, Michigan",6
317,US,Detroit,Rodeway Inn,"32703 Stephenson Hwy, Madison Heights, Michigan",57
318,US,Detroit,"Holiday Inn Express & Suites Howell, an IHG Hotel","1397 N Burkhart Rd, Howell, Michigan",147
319,US,Detroit,Courtyard by Marriott Flint Grand Blanc,"5205 Gateway Centre, Flint, Michigan",256
320,US,Detroit,Royal Motor Inn,"27751 Plymouth Rd, Livonia, Michigan",4
321,US,Detroit,Residence Inn by Marriott Decatur Forsyth,"230 Lucile Avenue, Forsyth, Illinois",152
322,US,Detroit,Veterans Park Hotel,"8636 Joseph Campau St, Hamtramck, Michigan",12
323,US,Detroit,TownePlace Suites by Marriott Detroit Allen Park,"16850 Southfield Rd, Allen Park, Michigan",5
324,US,Detroit,Wayne County Fairgrounds & RV Park,"10871 Quirk Rd, Belleville, Michigan",6
325,US,Detroit,Fellows Creek Lodge,"40064 Michigan Ave, Canton, Michigan",20
326,US,Detroit,Knights Inn Farmington Hill,"37527 Grand River Ave, Farmington Hills, Michigan",46
327,US,Detroit,Marvin's Garden Inn,"27650 Northwestern Hwy, Southfield, Michigan",48
328,US,Detroit,Allen Park Motor Lodge,"14887 Southfield Rd, Allen Park, Michigan",26
329,US,Detroit,American Heritage Inn,"1681 E Grand River Ave, Portland, Ionia County, Michigan",74
330,US,Detroit,100 Walkscore Grand Circus Apartments by Barsala,"313 Park Ave, Detroit, Michigan",6
331,US,Detroit,Econo Lodge Inn & Suites,"6500 E Albain Rd, Monroe, Michigan",136
332,US,Detroit,Quality Inn & Suites Airport,"2361 Austins Pkwy, Flint, Michigan",139
333,US,Detroit,Munro House Bed & Breakfast and Spa,"202 Maumee St, Jonesville, Michigan",94
334,US,Detroit,Quality Inn & Suites Banquet Center,"30375 Plymouth Rd, Livonia, Michigan",106
335,US,Detroit,York House,"1141 N York St, Dearborn, Michigan",4
336,US,Detroit,Northpointe Shores RV Resort,"10413 Dixie Hwy, Fair Haven, Michigan",5
337,US,Detroit,Red Apple Inn,"32707 Michigan Ave # 11, Wayne, Michigan",15
338,US,Detroit,Comfort Inn,"30715 W 12 Mile Rd, Farmington Hills, Michigan",93
339,US,Detroit,Drury Inn & Suites Frankenmuth,"260 S Main St, Frankenmuth, Michigan",1217
340,US,Detroit,"Country Inn & Suites by Radisson, Dundee, MI","665 Tecumseh St, Dundee, Michigan",614
341,US,Detroit,Little River Casino Resort,"2700 Orchard Hwy, Manistee, Manistee County, Michigan",487
342,US,Detroit,Motel 6 Grand Rapids MI - Northeast,"3221 Plainfield Ave NE, Grand Rapids, Kent County, Michigan",57
343,US,Detroit,Lodge Keeper Motel,"29101 23 Mile Rd, Chesterfield, Michigan",6
344,US,Detroit,Hanson House Bed and Breakfast,"604 Peninsular Ave, Grayling, Crawford County, Michigan",23
345,US,Detroit,Huron River Guest House,"3586 E Huron River Dr, Ann Arbor, Michigan",23
346,US,Detroit,DE Lido,"20266 Woodward Ave, Detroit, Michigan",2
347,US,Detroit,Hampton Inn Ann Arbor-South,"925 Victors Way, Ann Arbor, Michigan",740
348,US,Detroit,Courtyard by Marriott Ann Arbor,"3205 Boardwalk, Ann Arbor, Michigan",293
349,US,Detroit,Wyndham Garden Elk Grove Village/O'Hare,"2550 Landmeier Rd, Elk Grove Village, Illinois",465
350,US,Detroit,Microtel Inn & Suites by Wyndham Ann Arbor,"3610 Plymouth Rd, Ann Arbor, Michigan",1438
351,US,Detroit,Historic Webster House Bed and Breakfast,"900 5th St, Bay City, Michigan",459
352,US,Detroit,Hampton Inn & Suites East Lansing / Okemos,"2200 Hampton Place, Okemos, Ingham County, Michigan",608
353,US,Detroit,"avid hotel Detroit - Warren, an IHG Hotel","11570 E 11 Mile Rd, Warren, Michigan",2
354,US,Detroit,Chelsea House Victorian Inn,"118 E Middle St, Chelsea, Michigan",253
355,US,Detroit,Graduate East Lansing,"133 Evergreen Avenue, East Lansing, Ingham County, Michigan",262
356,US,Detroit,Comfort Suites Auburn Hills,"1565 N Opdyke Rd, Auburn Hills, Michigan",323
357,US,Detroit,Days Inn & Suites by Wyndham Monroe,"1900 Welcome Way, Monroe, Michigan",359
