Index,Country,City,Hotel,Address,Popularity
209,CA,Toronto,Stay Inn,"560 Evans Avenue, Toronto, Ontario, Canada",333
210,CA,Toronto,Nottawasaga Inn Resort,"6015 Highway 89, Alliston, New Tecumseth, Ontario, Canada",807
211,CA,Toronto,Madison Manor Boutique Hotel,"20 Madison Ave, Toronto, Ontario, Canada",278
212,CA,Toronto,"Holiday Inn Express & Suites Clarington - Bowmanville, an IHG Hotel","37 Spicer Sq, Bowmanville, Ontario, Canada",197
213,CA,Toronto,"Staybridge Suites Oakville-Burlington, an IHG Hotel","2511 Wyecroft Rd, Oakville, Ontario, Canada",198
214,CA,Toronto,"Holiday Inn Express Toronto East - Scarborough, an IHG Hotel","50 Estate Drive, Toronto, Ontario, Canada",347
215,CA,Toronto,Quality Suites,"1700 Champlain Ave, Whitby, Ontario, Canada",212
216,CA,Toronto,Monte Carlo Inn - Brampton Suites,"45 Coventry Rd, Brampton, Ontario, Canada",308
217,CA,Toronto,The Rex Hotel,"194 Queen St W, Toronto, Ontario, Canada",345
218,CA,Toronto,Sheraton Gateway Hotel in Toronto International Airport,"Terminal 3, Toronto AMF, Mississauga, Ontario, Canada",52
219,CA,Toronto,City Centre Hotel,"321 Jarvis St, Toronto, Ontario, Canada",329
220,CA,Toronto,Quality Inn & Suites,"30 Clark Blvd, Brampton, Ontario, Canada",221
221,CA,Toronto,Residence Inn Toronto Mississauga West,"55 Courtneypark Drive West, Mississauga, Ontario, Canada",18
222,CA,Toronto,Kimpton Saint George,"280 Bloor St W, Toronto, Ontario, Canada",245
223,CA,Toronto,Ace Hotel Toronto,"51 Camden St, Toronto, Ontario, Canada",24
224,CA,Toronto,College Backpackers,"280 Augusta Ave, Toronto, Ontario, Canada",93
225,CA,Toronto,Comfort Inn Airport West,"1500 Matheson Blvd E, Mississauga, Ontario, Canada",791
226,CA,Toronto,Yogi Bear's Jellystone Park and Camp-Resort Toronto,"3666 Simcoe County Road 88, Bradford West Gwillimbury, Ontario, Canada",47
227,CA,Toronto,DelSuites Furnished Accommodations,"Head Office: 4800 Dufferin Street, Toronto, Ontario, Canada",200
228,CA,Toronto,"Holiday Inn Express Toronto Downtown, an IHG Hotel","111 Lombard Street, Toronto, Ontario, Canada",275
229,CA,Toronto,Sonder The Beverley,"335 Queen St W, Toronto, Ontario, Canada",251
230,CA,Toronto,Toronto Garden Inn,"142 Seaton St, Toronto, Ontario, Canada",276
231,CA,Toronto,King Blue Hotel Toronto,"355 King St W, Toronto, Ontario, Canada",23
232,CA,Toronto,Econo Lodge Inn & Suites Downtown,"335 Jarvis St, Toronto, Ontario, Canada",254
233,CA,Toronto,Hyatt Place Toronto/Brampton,"3455 Queen Street East, Brampton, Ontario, Canada",28
234,CA,Toronto,Hotel Ocho,"195 Spadina Ave, Toronto, Ontario, Canada",200
235,CA,Toronto,Quality Hotel & Suites Woodstock,"580 Bruin Blvd, Woodstock, Ontario, Canada",181
236,CA,Toronto,Four Points by Sheraton Toronto Airport East,"2180 Islington Avenue, Toronto, Ontario, Canada",48
237,CA,Toronto,A Seaton Dream B & B,"243 Seaton St, Toronto, Ontario, Canada",141
238,CA,Toronto,Residence & Conference Centre - Toronto Downtown,"80 Cooperage St, Toronto, Ontario, Canada",35
239,CA,Toronto,Canadas Best Value Inn Toronto,"650 Evans Ave, Toronto, Ontario, Canada",214
240,CA,Toronto,Alexandra Hotel,"77 Ryerson Ave, Toronto, Ontario, Canada",228
241,CA,Toronto,Sonder at The Liberty,"1100 King St W, Toronto, Ontario, Canada",85
242,CA,Toronto,W Toronto,"90 Bloor Street East, Toronto, Ontario, Canada",22
243,CA,Toronto,Arise N Shine Toronto B&B,"110 Pape Ave, Toronto, Ontario, Canada",45
244,CA,Toronto,Baldwin Village Inn,"9 Baldwin St, Toronto, Ontario, Canada",95
245,CA,Toronto,INDEXG B&B,"50 Gladstone Ave, Toronto, Ontario, Canada",82
246,CA,Toronto,Hampton Inn & Suites by Hilton Burlington Toronto,"1215 Appleby Line, Burlington, Ontario, Canada",11
